   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.02   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.02   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.02   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.02   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.02   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.03   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.03   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.03   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.03   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.03   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.03   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.03   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.03   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.03   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.03   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.03   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.03   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.03   0.00   0.00  -1.00  -0.02  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.03   0.00   0.00  -1.00  -0.04  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.03   0.00   0.00  -1.00  -0.04  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.03   0.00   0.00  -1.00  -0.04  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.03   0.00   0.00  -1.00  -0.04  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.03   0.00   0.00  -1.00  -0.04  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.04   0.00   0.00  -1.00  -0.04  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.04   0.00   0.00  -1.00  -0.04  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.04   0.00   0.00  -1.00  -0.04  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.04   0.00   0.00  -1.00  -0.04  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.04   0.00   0.00  -1.00  -0.04  -0.02   0.00   0.00
   0.00   0.00   0.00   0.00  -0.04   0.00   0.00  -1.00  -0.04  -0.02   0.00   0.00
